year,state,district,disease_name,temperature,humidity,rainfall,ndvi,water_index,cases
2008,Tamil Nadu,Ariyalur,Leptospirosis,32.2,74.0,87.3,0.7,0.41,196
2008,Tamil Nadu,Chengalpattu,Dengue,27.9,65.0,124.6,0.54,0.49,186
2008,Tamil Nadu,Chennai,Leptospirosis,27.9,69.5,90.1,0.37,0.68,178
2008,Tamil Nadu,Coimbatore,Influenza,33.2,64.0,155.9,0.56,0.56,32
2008,Tamil Nadu,Cuddalore,Leptospirosis,30.6,83.6,175.0,0.7,0.62,123
2008,Tamil Nadu,Dharmapuri,Dengue,31.9,77.4,115.0,0.34,0.7,149
2008,Tamil Nadu,Dindigul,Chikungunya,27.3,66.2,118.7,0.5,0.74,186
2008,Tamil Nadu,Erode,Influenza,32.3,78.2,189.4,0.38,0.74,169
2008,Tamil Nadu,Kallakurichi,Influenza,29.4,77.7,157.1,0.55,0.75,77
2008,Tamil Nadu,Kancheepuram,Typhoid,35.0,79.5,99.7,0.61,0.45,25
2008,Tamil Nadu,Kanyakumari,Typhoid,33.1,79.2,176.2,0.35,0.55,67
2008,Tamil Nadu,Karur,Leptospirosis,26.3,68.3,180.5,0.48,0.63,109
2008,Tamil Nadu,Krishnagiri,Chikungunya,35.5,73.1,119.9,0.48,0.73,100
2008,Tamil Nadu,Madurai,Typhoid,30.1,69.5,104.0,0.43,0.68,131
2008,Tamil Nadu,Nagapattinam,Dengue,36.0,73.6,187.0,0.44,0.4,51
2008,Tamil Nadu,Namakkal,Typhoid,35.1,76.9,187.6,0.54,0.74,111
2008,Tamil Nadu,Nilgiris,Influenza,33.3,68.5,122.9,0.68,0.71,145
2008,Tamil Nadu,Perambalur,Malaria,35.4,67.2,122.1,0.41,0.74,73
2008,Tamil Nadu,Pudukkottai,Dengue,31.8,83.9,159.2,0.42,0.42,23
2008,Tamil Nadu,Ramanathapuram,Influenza,30.7,82.1,170.2,0.64,0.59,43
2008,Tamil Nadu,Ranipet,Dengue,26.3,84.3,192.0,0.41,0.65,155
2008,Tamil Nadu,Salem,Typhoid,27.6,66.5,84.2,0.33,0.62,124
2008,Tamil Nadu,Sivagangai,Dengue,30.6,71.5,186.7,0.6,0.4,149
2008,Tamil Nadu,Tenkasi,Chikungunya,32.9,76.5,90.9,0.37,0.6,45
2008,Tamil Nadu,Thanjavur,Typhoid,32.0,68.0,87.6,0.58,0.49,71
2008,Tamil Nadu,Theni,Chikungunya,34.1,64.4,88.1,0.38,0.57,129
2008,Tamil Nadu,Thoothukudi,Chikungunya,31.7,84.9,119.6,0.51,0.47,30
2008,Tamil Nadu,Tiruchirappalli,Leptospirosis,33.2,70.0,166.6,0.44,0.43,174
2008,Tamil Nadu,Tirunelveli,Malaria,32.4,81.1,178.0,0.59,0.51,62
2008,Tamil Nadu,Tirupathur,Influenza,26.5,65.5,163.5,0.66,0.49,182
2008,Tamil Nadu,Tiruppur,Leptospirosis,26.8,79.6,160.0,0.66,0.45,191
2008,Tamil Nadu,Tiruvallur,Influenza,27.2,62.5,144.0,0.41,0.68,30
2008,Tamil Nadu,Tiruvannamalai,Chikungunya,34.0,80.5,96.4,0.32,0.57,58
2008,Tamil Nadu,Tiruvarur,Chikungunya,26.5,83.9,104.3,0.37,0.55,54
2008,Tamil Nadu,Vellore,Influenza,34.8,75.3,191.2,0.57,0.43,161
2008,Tamil Nadu,Viluppuram,Malaria,26.4,62.7,189.5,0.69,0.52,151
2008,Tamil Nadu,Virudhunagar,Malaria,29.5,75.8,99.6,0.58,0.72,129
2009,Tamil Nadu,Ariyalur,Malaria,35.0,64.8,193.1,0.59,0.57,77
2009,Tamil Nadu,Chengalpattu,Malaria,32.6,77.9,113.3,0.32,0.45,175
2009,Tamil Nadu,Chennai,Influenza,34.1,84.3,175.5,0.55,0.6,132
2009,Tamil Nadu,Coimbatore,Leptospirosis,35.8,61.6,157.5,0.54,0.79,184
2009,Tamil Nadu,Cuddalore,Typhoid,28.3,83.7,105.5,0.5,0.56,79
2009,Tamil Nadu,Dharmapuri,Leptospirosis,28.6,74.1,145.3,0.65,0.53,103
2009,Tamil Nadu,Dindigul,Dengue,34.1,66.7,150.3,0.57,0.69,148
2009,Tamil Nadu,Erode,Malaria,31.8,72.7,121.3,0.51,0.71,35
2009,Tamil Nadu,Kallakurichi,Chikungunya,29.1,72.0,151.3,0.46,0.68,81
2009,Tamil Nadu,Kancheepuram,Dengue,27.6,67.6,102.5,0.62,0.62,28
2009,Tamil Nadu,Kanyakumari,Typhoid,28.7,80.6,191.3,0.33,0.66,32
2009,Tamil Nadu,Karur,Typhoid,33.9,80.7,94.1,0.41,0.71,31
2009,Tamil Nadu,Krishnagiri,Chikungunya,35.5,82.1,80.9,0.61,0.63,36
2009,Tamil Nadu,Madurai,Influenza,26.8,62.6,197.0,0.37,0.52,118
2009,Tamil Nadu,Nagapattinam,Chikungunya,33.5,72.9,172.0,0.6,0.66,105
2009,Tamil Nadu,Namakkal,Chikungunya,26.8,83.5,106.4,0.7,0.68,123
2009,Tamil Nadu,Nilgiris,Leptospirosis,34.4,68.6,184.4,0.64,0.63,51
2009,Tamil Nadu,Perambalur,Influenza,28.2,77.5,93.8,0.33,0.65,64
2009,Tamil Nadu,Pudukkottai,Influenza,26.7,79.5,183.2,0.38,0.67,128
2009,Tamil Nadu,Ramanathapuram,Leptospirosis,27.3,77.7,172.9,0.33,0.53,94
2009,Tamil Nadu,Ranipet,Influenza,33.8,84.8,170.8,0.43,0.52,54
2009,Tamil Nadu,Salem,Malaria,28.8,77.1,184.0,0.3,0.61,198
2009,Tamil Nadu,Sivagangai,Typhoid,31.3,74.0,180.2,0.46,0.51,124
2009,Tamil Nadu,Tenkasi,Leptospirosis,31.9,76.6,81.1,0.64,0.45,140
2009,Tamil Nadu,Thanjavur,Typhoid,33.2,84.5,197.7,0.51,0.49,56
2009,Tamil Nadu,Theni,Malaria,27.6,68.9,140.9,0.43,0.62,117
2009,Tamil Nadu,Thoothukudi,Dengue,32.9,60.6,129.4,0.69,0.43,117
2009,Tamil Nadu,Tiruchirappalli,Leptospirosis,29.0,84.2,194.8,0.48,0.61,24
2009,Tamil Nadu,Tirunelveli,Chikungunya,28.5,79.5,169.4,0.46,0.79,179
2009,Tamil Nadu,Tirupathur,Leptospirosis,32.5,80.4,97.8,0.33,0.76,100
2009,Tamil Nadu,Tiruppur,Chikungunya,33.4,82.1,200.0,0.62,0.42,105
2009,Tamil Nadu,Tiruvallur,Influenza,29.6,80.4,195.3,0.64,0.54,127
2009,Tamil Nadu,Tiruvannamalai,Leptospirosis,35.9,60.4,137.0,0.36,0.71,156
2009,Tamil Nadu,Tiruvarur,Typhoid,35.8,67.5,151.6,0.45,0.5,176
2009,Tamil Nadu,Vellore,Chikungunya,34.6,84.0,170.7,0.44,0.74,56
2009,Tamil Nadu,Viluppuram,Typhoid,29.4,62.5,123.0,0.38,0.48,165
2009,Tamil Nadu,Virudhunagar,Typhoid,33.7,60.8,133.3,0.59,0.43,87
2010,Tamil Nadu,Ariyalur,Typhoid,35.8,66.2,110.6,0.39,0.42,151
2010,Tamil Nadu,Chengalpattu,Malaria,27.8,81.7,98.7,0.64,0.44,74
2010,Tamil Nadu,Chennai,Leptospirosis,27.7,74.8,108.6,0.54,0.44,91
2010,Tamil Nadu,Coimbatore,Typhoid,31.1,67.1,133.7,0.37,0.71,145
2010,Tamil Nadu,Cuddalore,Chikungunya,34.3,66.0,125.9,0.69,0.61,160
2010,Tamil Nadu,Dharmapuri,Influenza,32.3,73.9,159.3,0.6,0.59,27
2010,Tamil Nadu,Dindigul,Chikungunya,28.1,82.4,89.6,0.68,0.55,143
2010,Tamil Nadu,Erode,Leptospirosis,35.8,77.1,195.0,0.58,0.46,57
2010,Tamil Nadu,Kallakurichi,Typhoid,35.5,66.0,129.0,0.35,0.59,188
2010,Tamil Nadu,Kancheepuram,Leptospirosis,34.4,82.0,182.7,0.6,0.52,48
2010,Tamil Nadu,Kanyakumari,Leptospirosis,31.8,72.2,180.8,0.58,0.46,140
2010,Tamil Nadu,Karur,Dengue,28.3,70.0,84.0,0.67,0.42,37
2010,Tamil Nadu,Krishnagiri,Leptospirosis,29.1,70.3,199.2,0.7,0.78,128
2010,Tamil Nadu,Madurai,Leptospirosis,28.2,81.6,180.9,0.52,0.55,195
2010,Tamil Nadu,Nagapattinam,Leptospirosis,26.3,68.4,188.6,0.41,0.55,151
2010,Tamil Nadu,Namakkal,Influenza,27.2,66.4,83.8,0.41,0.6,74
2010,Tamil Nadu,Nilgiris,Influenza,26.3,80.3,153.5,0.64,0.7,58
2010,Tamil Nadu,Perambalur,Chikungunya,29.9,81.0,143.0,0.62,0.75,98
2010,Tamil Nadu,Pudukkottai,Typhoid,33.1,76.8,199.4,0.57,0.46,39
2010,Tamil Nadu,Ramanathapuram,Influenza,26.3,80.9,162.0,0.49,0.55,114
2010,Tamil Nadu,Ranipet,Leptospirosis,35.4,84.7,133.6,0.64,0.51,42
2010,Tamil Nadu,Salem,Influenza,29.5,81.4,92.4,0.38,0.71,32
2010,Tamil Nadu,Sivagangai,Influenza,28.9,77.2,119.9,0.54,0.49,152
2010,Tamil Nadu,Tenkasi,Leptospirosis,28.8,63.3,119.1,0.41,0.77,164
2010,Tamil Nadu,Thanjavur,Chikungunya,35.6,67.8,123.9,0.41,0.54,175
2010,Tamil Nadu,Theni,Leptospirosis,35.2,60.3,103.4,0.32,0.74,27
2010,Tamil Nadu,Thoothukudi,Malaria,32.3,80.6,192.3,0.45,0.53,138
2010,Tamil Nadu,Tiruchirappalli,Dengue,34.1,63.2,110.0,0.38,0.41,118
2010,Tamil Nadu,Tirunelveli,Typhoid,28.9,73.1,128.8,0.32,0.44,133
2010,Tamil Nadu,Tirupathur,Chikungunya,29.0,79.6,136.2,0.54,0.52,200
2010,Tamil Nadu,Tiruppur,Typhoid,31.0,66.5,101.7,0.37,0.5,137
2010,Tamil Nadu,Tiruvallur,Dengue,31.4,64.9,176.5,0.55,0.66,172
2010,Tamil Nadu,Tiruvannamalai,Typhoid,33.9,78.5,106.0,0.53,0.44,84
2010,Tamil Nadu,Tiruvarur,Leptospirosis,27.1,60.8,143.2,0.56,0.62,185
2010,Tamil Nadu,Vellore,Malaria,32.4,73.5,128.7,0.31,0.59,103
2010,Tamil Nadu,Viluppuram,Dengue,29.6,82.7,180.8,0.44,0.62,90
2010,Tamil Nadu,Virudhunagar,Malaria,32.2,82.4,116.0,0.52,0.5,66
2011,Tamil Nadu,Ariyalur,Malaria,30.1,60.6,111.2,0.34,0.54,53
2011,Tamil Nadu,Chengalpattu,Influenza,30.5,72.5,145.2,0.63,0.6,161
2011,Tamil Nadu,Chennai,Leptospirosis,30.3,65.2,153.9,0.42,0.68,153
2011,Tamil Nadu,Coimbatore,Influenza,34.9,81.8,158.6,0.42,0.48,78
2011,Tamil Nadu,Cuddalore,Dengue,29.4,80.4,142.3,0.36,0.46,153
2011,Tamil Nadu,Dharmapuri,Typhoid,30.5,67.6,186.7,0.32,0.68,123
2011,Tamil Nadu,Dindigul,Malaria,27.9,81.0,111.5,0.57,0.76,64
2011,Tamil Nadu,Erode,Malaria,31.8,76.4,134.4,0.6,0.6,21
2011,Tamil Nadu,Kallakurichi,Leptospirosis,28.6,76.6,175.0,0.36,0.58,128
2011,Tamil Nadu,Kancheepuram,Dengue,32.0,72.9,89.6,0.34,0.41,65
2011,Tamil Nadu,Kanyakumari,Dengue,31.0,62.9,133.2,0.51,0.69,25
2011,Tamil Nadu,Karur,Leptospirosis,35.3,67.1,174.9,0.56,0.5,150
2011,Tamil Nadu,Krishnagiri,Chikungunya,34.8,65.8,155.4,0.35,0.56,108
2011,Tamil Nadu,Madurai,Malaria,29.5,73.2,175.2,0.37,0.73,57
2011,Tamil Nadu,Nagapattinam,Dengue,35.7,62.8,102.3,0.52,0.41,80
2011,Tamil Nadu,Namakkal,Malaria,26.8,62.0,82.3,0.5,0.69,136
2011,Tamil Nadu,Nilgiris,Leptospirosis,29.0,64.6,133.0,0.61,0.66,185
2011,Tamil Nadu,Perambalur,Chikungunya,31.3,75.6,163.5,0.31,0.59,119
2011,Tamil Nadu,Pudukkottai,Leptospirosis,33.2,83.5,187.4,0.55,0.63,66
2011,Tamil Nadu,Ramanathapuram,Typhoid,33.8,62.5,128.6,0.48,0.73,24
2011,Tamil Nadu,Ranipet,Dengue,34.3,62.3,132.3,0.33,0.75,66
2011,Tamil Nadu,Salem,Dengue,33.9,64.9,115.0,0.31,0.65,58
2011,Tamil Nadu,Sivagangai,Dengue,29.9,73.2,179.9,0.61,0.67,38
2011,Tamil Nadu,Tenkasi,Typhoid,26.5,78.1,110.7,0.49,0.51,132
2011,Tamil Nadu,Thanjavur,Chikungunya,35.8,73.4,158.7,0.49,0.53,128
2011,Tamil Nadu,Theni,Malaria,30.7,64.3,115.3,0.37,0.76,121
2011,Tamil Nadu,Thoothukudi,Chikungunya,33.3,74.0,194.7,0.54,0.62,175
2011,Tamil Nadu,Tiruchirappalli,Dengue,29.0,61.1,163.1,0.33,0.72,189
2011,Tamil Nadu,Tirunelveli,Influenza,34.9,77.3,149.9,0.69,0.79,112
2011,Tamil Nadu,Tirupathur,Chikungunya,33.2,76.1,167.0,0.47,0.58,170
2011,Tamil Nadu,Tiruppur,Chikungunya,29.5,65.0,117.1,0.36,0.66,81
2011,Tamil Nadu,Tiruvallur,Typhoid,28.6,84.0,199.1,0.61,0.64,35
2011,Tamil Nadu,Tiruvannamalai,Leptospirosis,26.9,73.6,114.8,0.67,0.78,141
2011,Tamil Nadu,Tiruvarur,Typhoid,35.7,61.5,129.6,0.68,0.43,121
2011,Tamil Nadu,Vellore,Dengue,28.4,60.8,123.0,0.68,0.73,51
2011,Tamil Nadu,Viluppuram,Typhoid,34.0,61.6,191.3,0.61,0.75,165
2011,Tamil Nadu,Virudhunagar,Leptospirosis,32.4,64.0,81.4,0.44,0.72,129
2012,Tamil Nadu,Ariyalur,Typhoid,26.2,65.2,88.6,0.61,0.65,101
2012,Tamil Nadu,Chengalpattu,Influenza,32.2,79.8,134.5,0.6,0.73,24
2012,Tamil Nadu,Chennai,Typhoid,32.3,75.5,80.2,0.37,0.66,119
2012,Tamil Nadu,Coimbatore,Dengue,27.5,84.6,197.6,0.48,0.74,182
2012,Tamil Nadu,Cuddalore,Influenza,35.3,67.0,82.4,0.61,0.7,159
2012,Tamil Nadu,Dharmapuri,Typhoid,35.4,77.1,134.1,0.66,0.72,171
2012,Tamil Nadu,Dindigul,Typhoid,35.3,61.3,174.5,0.5,0.67,172
2012,Tamil Nadu,Erode,Leptospirosis,28.3,64.9,135.8,0.66,0.54,126
2012,Tamil Nadu,Kallakurichi,Typhoid,32.6,61.2,171.6,0.37,0.41,185
2012,Tamil Nadu,Kancheepuram,Influenza,29.5,64.3,122.3,0.34,0.72,163
2012,Tamil Nadu,Kanyakumari,Malaria,31.1,69.9,153.1,0.66,0.74,116
2012,Tamil Nadu,Karur,Leptospirosis,26.8,83.4,172.8,0.43,0.52,129
2012,Tamil Nadu,Krishnagiri,Dengue,35.4,72.1,149.2,0.7,0.75,96
2012,Tamil Nadu,Madurai,Chikungunya,31.7,83.2,160.3,0.35,0.77,103
2012,Tamil Nadu,Nagapattinam,Influenza,34.2,74.2,136.0,0.42,0.71,37
2012,Tamil Nadu,Namakkal,Influenza,35.1,76.0,196.9,0.38,0.6,62
2012,Tamil Nadu,Nilgiris,Malaria,35.6,74.9,138.8,0.54,0.61,40
2012,Tamil Nadu,Perambalur,Malaria,28.7,66.8,112.3,0.5,0.79,94
2012,Tamil Nadu,Pudukkottai,Malaria,35.0,80.8,196.6,0.63,0.63,173
2012,Tamil Nadu,Ramanathapuram,Chikungunya,29.4,61.3,154.5,0.38,0.48,80
2012,Tamil Nadu,Ranipet,Chikungunya,34.0,76.2,89.3,0.41,0.55,132
2012,Tamil Nadu,Salem,Dengue,31.7,64.3,87.6,0.58,0.76,130
2012,Tamil Nadu,Sivagangai,Dengue,30.2,63.1,186.7,0.42,0.74,23
2012,Tamil Nadu,Tenkasi,Malaria,29.5,70.8,173.0,0.49,0.46,50
2012,Tamil Nadu,Thanjavur,Dengue,29.7,68.2,160.9,0.35,0.51,53
2012,Tamil Nadu,Theni,Malaria,28.4,61.8,141.2,0.44,0.49,58
2012,Tamil Nadu,Thoothukudi,Malaria,33.2,77.4,192.4,0.34,0.71,126
2012,Tamil Nadu,Tiruchirappalli,Typhoid,31.5,80.6,123.5,0.38,0.73,44
2012,Tamil Nadu,Tirunelveli,Influenza,26.0,66.3,194.0,0.68,0.52,173
2012,Tamil Nadu,Tirupathur,Malaria,27.5,66.1,109.0,0.42,0.55,59
2012,Tamil Nadu,Tiruppur,Dengue,26.3,80.6,84.0,0.6,0.78,57
2012,Tamil Nadu,Tiruvallur,Influenza,28.3,64.9,130.7,0.68,0.71,74
2012,Tamil Nadu,Tiruvannamalai,Typhoid,28.4,67.2,152.2,0.51,0.71,99
2012,Tamil Nadu,Tiruvarur,Malaria,32.5,72.4,159.4,0.66,0.61,150
2012,Tamil Nadu,Vellore,Typhoid,29.5,73.4,148.2,0.61,0.52,147
2012,Tamil Nadu,Viluppuram,Chikungunya,28.6,83.4,115.4,0.4,0.5,128
2012,Tamil Nadu,Virudhunagar,Influenza,31.6,84.7,106.1,0.37,0.43,87
2013,Tamil Nadu,Ariyalur,Influenza,26.7,65.7,114.9,0.68,0.42,44
2013,Tamil Nadu,Chengalpattu,Chikungunya,30.8,64.5,168.5,0.67,0.64,199
2013,Tamil Nadu,Chennai,Chikungunya,27.5,79.0,162.1,0.66,0.75,41
2013,Tamil Nadu,Coimbatore,Dengue,31.7,84.4,104.9,0.43,0.51,190
2013,Tamil Nadu,Cuddalore,Influenza,27.9,83.2,137.8,0.54,0.62,142
2013,Tamil Nadu,Dharmapuri,Dengue,26.7,83.4,121.5,0.34,0.73,94
2013,Tamil Nadu,Dindigul,Leptospirosis,30.5,84.4,157.4,0.59,0.4,43
2013,Tamil Nadu,Erode,Leptospirosis,30.9,69.6,134.4,0.31,0.62,85
2013,Tamil Nadu,Kallakurichi,Malaria,34.4,77.0,117.4,0.52,0.68,173
2013,Tamil Nadu,Kancheepuram,Dengue,36.0,66.6,176.7,0.5,0.41,78
2013,Tamil Nadu,Kanyakumari,Typhoid,27.6,78.1,191.3,0.61,0.42,112
2013,Tamil Nadu,Karur,Influenza,29.4,68.4,146.3,0.49,0.78,92
2013,Tamil Nadu,Krishnagiri,Typhoid,28.6,73.9,98.1,0.59,0.74,75
2013,Tamil Nadu,Madurai,Dengue,30.0,75.2,194.0,0.69,0.43,84
2013,Tamil Nadu,Nagapattinam,Malaria,35.3,60.8,159.0,0.56,0.63,33
2013,Tamil Nadu,Namakkal,Typhoid,35.7,72.4,107.3,0.68,0.5,178
2013,Tamil Nadu,Nilgiris,Chikungunya,32.7,77.7,164.0,0.57,0.57,194
2013,Tamil Nadu,Perambalur,Dengue,29.5,61.8,86.1,0.65,0.46,181
2013,Tamil Nadu,Pudukkottai,Dengue,32.3,67.5,118.3,0.57,0.64,167
2013,Tamil Nadu,Ramanathapuram,Malaria,35.6,76.1,115.9,0.38,0.53,105
2013,Tamil Nadu,Ranipet,Dengue,30.2,82.2,116.2,0.62,0.54,120
2013,Tamil Nadu,Salem,Influenza,28.7,77.5,85.3,0.48,0.43,165
2013,Tamil Nadu,Sivagangai,Leptospirosis,27.1,82.6,85.9,0.67,0.62,58
2013,Tamil Nadu,Tenkasi,Malaria,30.7,77.9,123.4,0.66,0.46,158
2013,Tamil Nadu,Thanjavur,Malaria,35.4,63.0,96.8,0.56,0.66,154
2013,Tamil Nadu,Theni,Chikungunya,28.6,84.8,174.3,0.54,0.62,97
2013,Tamil Nadu,Thoothukudi,Influenza,31.5,83.6,106.9,0.44,0.56,28
2013,Tamil Nadu,Tiruchirappalli,Influenza,27.5,84.0,161.6,0.4,0.56,65
2013,Tamil Nadu,Tirunelveli,Leptospirosis,30.8,70.3,126.2,0.68,0.74,159
2013,Tamil Nadu,Tirupathur,Typhoid,31.4,66.2,199.9,0.46,0.47,21
2013,Tamil Nadu,Tiruppur,Chikungunya,28.1,60.7,109.8,0.34,0.64,179
2013,Tamil Nadu,Tiruvallur,Dengue,35.2,78.1,174.0,0.54,0.71,163
2013,Tamil Nadu,Tiruvannamalai,Influenza,32.8,63.4,185.1,0.45,0.54,78
2013,Tamil Nadu,Tiruvarur,Influenza,28.7,73.3,126.7,0.47,0.62,73
2013,Tamil Nadu,Vellore,Chikungunya,31.2,73.7,137.0,0.69,0.65,70
2013,Tamil Nadu,Viluppuram,Chikungunya,28.2,77.2,137.0,0.64,0.73,43
2013,Tamil Nadu,Virudhunagar,Chikungunya,26.1,84.2,134.3,0.55,0.51,131
2014,Tamil Nadu,Ariyalur,Leptospirosis,35.2,83.1,94.6,0.34,0.52,113
2014,Tamil Nadu,Chengalpattu,Influenza,35.3,79.8,131.3,0.38,0.61,159
2014,Tamil Nadu,Chennai,Typhoid,36.0,60.0,177.3,0.68,0.54,62
2014,Tamil Nadu,Coimbatore,Typhoid,26.7,79.7,195.6,0.49,0.53,75
2014,Tamil Nadu,Cuddalore,Malaria,33.7,61.3,195.2,0.52,0.47,110
2014,Tamil Nadu,Dharmapuri,Dengue,31.6,67.4,186.1,0.42,0.75,191
2014,Tamil Nadu,Dindigul,Malaria,26.3,61.6,138.1,0.48,0.6,170
2014,Tamil Nadu,Erode,Leptospirosis,31.6,83.4,151.1,0.63,0.75,26
2014,Tamil Nadu,Kallakurichi,Leptospirosis,34.3,82.3,144.8,0.59,0.47,195
2014,Tamil Nadu,Kancheepuram,Leptospirosis,27.9,75.1,166.5,0.53,0.59,52
2014,Tamil Nadu,Kanyakumari,Dengue,34.2,85.0,125.6,0.44,0.69,143
2014,Tamil Nadu,Karur,Leptospirosis,28.2,67.5,127.3,0.42,0.75,96
2014,Tamil Nadu,Krishnagiri,Leptospirosis,34.7,63.9,145.7,0.33,0.58,145
2014,Tamil Nadu,Madurai,Influenza,30.5,82.0,179.3,0.6,0.58,127
2014,Tamil Nadu,Nagapattinam,Leptospirosis,30.3,70.8,92.2,0.33,0.77,40
2014,Tamil Nadu,Namakkal,Chikungunya,30.7,74.6,94.4,0.34,0.78,76
2014,Tamil Nadu,Nilgiris,Malaria,33.0,75.7,148.7,0.39,0.69,88
2014,Tamil Nadu,Perambalur,Chikungunya,26.4,68.7,164.8,0.57,0.53,126
2014,Tamil Nadu,Pudukkottai,Typhoid,26.6,76.4,168.5,0.33,0.41,110
2014,Tamil Nadu,Ramanathapuram,Typhoid,28.3,61.5,131.5,0.69,0.66,171
2014,Tamil Nadu,Ranipet,Leptospirosis,27.1,77.4,94.8,0.49,0.61,116
2014,Tamil Nadu,Salem,Chikungunya,32.4,72.3,151.4,0.59,0.49,68
2014,Tamil Nadu,Sivagangai,Leptospirosis,32.9,61.6,177.6,0.38,0.78,159
2014,Tamil Nadu,Tenkasi,Dengue,29.0,83.3,141.8,0.34,0.58,135
2014,Tamil Nadu,Thanjavur,Leptospirosis,31.1,72.6,93.7,0.45,0.48,72
2014,Tamil Nadu,Theni,Leptospirosis,35.6,79.7,187.2,0.43,0.47,31
2014,Tamil Nadu,Thoothukudi,Malaria,28.8,70.4,199.9,0.53,0.67,20
2014,Tamil Nadu,Tiruchirappalli,Influenza,27.2,71.5,106.3,0.33,0.67,114
2014,Tamil Nadu,Tirunelveli,Influenza,35.6,76.3,88.4,0.35,0.7,69
2014,Tamil Nadu,Tirupathur,Dengue,28.8,82.7,177.0,0.63,0.55,98
2014,Tamil Nadu,Tiruppur,Malaria,28.1,67.7,93.3,0.5,0.47,27
2014,Tamil Nadu,Tiruvallur,Malaria,30.5,66.2,134.3,0.52,0.49,182
2014,Tamil Nadu,Tiruvannamalai,Typhoid,33.5,77.9,151.9,0.68,0.55,48
2014,Tamil Nadu,Tiruvarur,Malaria,28.8,64.9,147.4,0.68,0.48,125
2014,Tamil Nadu,Vellore,Malaria,35.9,64.7,151.5,0.47,0.58,65
2014,Tamil Nadu,Viluppuram,Dengue,27.8,67.9,115.2,0.38,0.69,84
2014,Tamil Nadu,Virudhunagar,Typhoid,26.3,84.0,199.4,0.35,0.59,66
2015,Tamil Nadu,Ariyalur,Malaria,31.4,70.5,186.4,0.45,0.77,61
2015,Tamil Nadu,Chengalpattu,Typhoid,31.4,73.1,154.0,0.57,0.47,197
2015,Tamil Nadu,Chennai,Typhoid,29.4,67.7,98.2,0.47,0.75,103
2015,Tamil Nadu,Coimbatore,Influenza,34.6,73.0,164.8,0.48,0.61,192
2015,Tamil Nadu,Cuddalore,Influenza,32.1,72.3,191.7,0.46,0.67,22
2015,Tamil Nadu,Dharmapuri,Leptospirosis,31.1,65.1,126.1,0.45,0.59,90
2015,Tamil Nadu,Dindigul,Dengue,27.6,64.1,155.6,0.43,0.66,133
2015,Tamil Nadu,Erode,Malaria,33.8,64.9,146.7,0.56,0.62,31
2015,Tamil Nadu,Kallakurichi,Chikungunya,29.8,74.8,196.6,0.37,0.58,67
2015,Tamil Nadu,Kancheepuram,Typhoid,28.7,84.6,135.9,0.34,0.41,126
2015,Tamil Nadu,Kanyakumari,Leptospirosis,29.8,78.4,93.6,0.46,0.41,59
2015,Tamil Nadu,Karur,Dengue,32.3,65.3,164.7,0.62,0.73,195
2015,Tamil Nadu,Krishnagiri,Influenza,32.0,83.8,125.1,0.65,0.79,97
2015,Tamil Nadu,Madurai,Dengue,26.6,83.7,102.7,0.33,0.64,140
2015,Tamil Nadu,Nagapattinam,Leptospirosis,28.3,72.2,100.0,0.52,0.69,189
2015,Tamil Nadu,Namakkal,Malaria,31.1,73.2,104.4,0.66,0.67,54
2015,Tamil Nadu,Nilgiris,Malaria,29.0,84.4,182.9,0.6,0.48,171
2015,Tamil Nadu,Perambalur,Typhoid,29.8,83.9,153.6,0.39,0.78,117
2015,Tamil Nadu,Pudukkottai,Typhoid,28.4,70.2,159.5,0.41,0.51,176
2015,Tamil Nadu,Ramanathapuram,Leptospirosis,28.8,83.3,151.3,0.63,0.75,40
2015,Tamil Nadu,Ranipet,Chikungunya,30.0,76.8,100.3,0.41,0.51,105
2015,Tamil Nadu,Salem,Influenza,30.6,72.1,121.5,0.37,0.69,39
2015,Tamil Nadu,Sivagangai,Typhoid,27.1,77.1,110.2,0.33,0.68,128
2015,Tamil Nadu,Tenkasi,Leptospirosis,32.5,67.2,174.8,0.48,0.45,162
2015,Tamil Nadu,Thanjavur,Chikungunya,27.0,76.3,189.5,0.39,0.65,85
2015,Tamil Nadu,Theni,Malaria,26.4,73.0,153.0,0.7,0.57,61
2015,Tamil Nadu,Thoothukudi,Dengue,28.3,73.5,157.9,0.45,0.62,61
2015,Tamil Nadu,Tiruchirappalli,Typhoid,36.0,81.6,119.5,0.55,0.45,119
2015,Tamil Nadu,Tirunelveli,Typhoid,27.9,73.4,81.4,0.49,0.74,112
2015,Tamil Nadu,Tirupathur,Chikungunya,35.5,74.2,140.9,0.65,0.7,50
2015,Tamil Nadu,Tiruppur,Dengue,29.3,64.4,110.7,0.43,0.61,105
2015,Tamil Nadu,Tiruvallur,Chikungunya,33.6,75.3,87.5,0.49,0.59,79
2015,Tamil Nadu,Tiruvannamalai,Influenza,31.5,61.9,100.6,0.55,0.49,173
2015,Tamil Nadu,Tiruvarur,Leptospirosis,27.1,66.7,192.8,0.34,0.64,117
2015,Tamil Nadu,Vellore,Typhoid,30.8,73.3,113.1,0.46,0.76,38
2015,Tamil Nadu,Viluppuram,Leptospirosis,30.4,81.8,145.4,0.52,0.57,135
2015,Tamil Nadu,Virudhunagar,Dengue,26.5,66.3,116.6,0.43,0.65,27
